,City,Lat,Lng
108,Maricopa,33.058129,-112.0477554
109,Surprise,33.6292271,-112.3680189
110,Henderson,36.0301134,-114.9826194
111,Flagstaff,35.1987522,-111.6518229
112,Village of Croton-on-Hudson,41.2088215,-73.8905175
113,Oak Park,34.1792025,-118.7619719
114,Shingle Springs,38.6657375,-120.9260509
115,Junction City,44.2191935,-123.204785
116,Windham,43.7894155,-70.4083434
117,Milford,41.2222218,-73.0570603
118,Kinston,35.2626635,-77.5816353
119,Philadelphia,39.9527237,-75.1635262
120,Bayonne,40.6687141,-74.1143091
121,Village of Lake George,43.425996,-73.712425
122,Ormond Beach,29.2854132,-81.0557921
123,Overland,38.7011626,-90.3623381
124,Susanville,40.4162842,-120.653006
125,Village of Northport,40.9009595,-73.343167
126,Mulberry,40.3444804,-86.6652822
127,Cumming,34.2073196,-84.1401926
128,Delhi,37.4321589,-120.778535
129,West Islip,40.7058564,-73.3077301
130,Paris,44.259954,-70.500641
131,Wantagh,40.6837121,-73.5101258
132,Loomis,38.8212889,-121.193004
133,Town of Chatham,42.3642517,-73.5948391
134,Yukon,35.5067259,-97.7625386
135,Menomonie,44.8755183,-91.9193422
136,Mountain Ranch,38.235224,-120.50680688009352
137,Visalia,36.3302284,-119.292058
138,Prescott Valley,34.6100243,-112.315721
139,Brentwood,37.9317766,-121.696026
140,Big Bear Lake,34.2440587,-116.91018
141,Upland,34.09751,-117.6483876
142,Auberry,37.088535,-119.49802643609326
143,Buckeye,33.3703197,-112.583776
144,Las Vegas,36.1672559,-115.148516
145,Phoenix,33.4484367,-112.074141
146,Norwalk,33.9092802,-118.0849169
147,Annapolis,38.9786401,-76.492786
148,Loves Park,42.3200189,-89.0581621
149,Tumwater,47.0080655,-122.910368
150,Gilbert,33.3527632,-111.7890373
151,Santa Clarita,34.3916641,-118.542586
152,Queen Creek,33.2483858,-111.634158
153,Cave Creek,33.8333333,-111.950833
154,Pinole,38.0043667,-122.2988587
155,Mesa,33.4151117,-111.8314792
156,Kissimmee,28.2918995,-81.4075838
157,Paulden,34.879892999999996,-112.47709873575306
158,Alafaya,28.5337298,-81.2035518
159,Lake Sumner,34.6112205,-104.36568483793552
160,Carlisle,40.201499,-77.1890783
161,Bartow,27.8963791,-81.8431567
162,New Cumberland,40.2323122,-76.8846956
163,Los Altos,37.3790629,-122.116578
164,Dundalk,39.2574114,-76.5236745
165,Owings Mills,39.4105423,-76.7916963
166,Manteca,37.81623435,-121.22178815385232
167,Helena,46.5927425,-112.036277
168,Glendale,33.5386858,-112.1859941
169,Springfield,37.1968298,-93.2946576
170,El Paso,31.7865623,-106.441207
171,Glen Rose,32.2340767,-97.7550003
172,Hurricane,38.4325896,-82.0201368
173,Schaumburg,42.0333608,-88.083406
174,Lake Placid,27.2930999,-81.3628502
175,Denver,39.7392364,-104.984862
176,Chicago,41.8755616,-87.6244212
177,Hugo,45.159967,-92.9932734
178,Gerlach,40.651812,-119.3562615
179,Atlanta,33.7489924,-84.3902644
180,Comer,34.0637227,-83.1254261
181,Bozeman,45.6794293,-111.044047
182,El Dorado Hills,38.6561185,-121.0743265
183,Buhl,42.5990714,-114.7594946
184,Raleigh,35.7803977,-78.6390989
185,Gastonia,35.2622654,-81.1838186
186,Boston,42.3554334,-71.060511
187,Sarasota,27.3365805,-82.5308545
188,Batesburg-Leesville,33.9101425,-81.5373261
189,White Rock,35.803627500000005,-106.21400060040324
190,Smithton,38.4086616,-89.9920501
191,Page,36.9148305,-111.457294
192,Honolulu,21.304547,-157.855676
193,Otto,35.0600921,-83.3876547
194,Lansing,38.073444,-81.0656566
195,Madison,34.6928726,-86.7511427
196,Centerton,36.3652679,-94.2886875
197,Levittown,40.7259621,-73.5144766
198,Norfolk,36.8448348,-76.2863999
199,Redmond,44.2726203,-121.1739212
200,Saint Petersburg,27.7703796,-82.6695085
201,Bolivar,37.6110502,-93.4107968
202,Parlier,36.6116174,-119.527073
203,Cody,44.5263107,-109.056392
204,Lake City,44.335287,-85.215046
205,Ashwaubenon,44.4752606,-88.060735
206,Lincolnton,33.7937264,-82.4795778507405
207,Pomona,34.0553813,-117.7517496
208,York,43.1520973,-70.6493185
209,Bellingham,48.7544012,-122.478836
210,Village of Hilton,43.2881104,-77.7928574
211,City of Niagara Falls,43.08436,-79.0614686
212,Jamestown,42.0965167,-79.2380322
213,Clewiston,26.7542312,-80.9336753
214,Village of Allegany,42.0900239,-78.4943858
215,Perris,33.7825194,-117.2286478
216,Mesquite,36.8035642,-114.067141
217,Scottsdale,33.4942189,-111.9260184
218,Louisville,38.2542376,-85.759407
219,Francis,40.6102645,-111.2804833
220,Lewisville,36.0970819,-80.4192216
221,Taylorsville,40.6676347,-111.9388027
222,St. Cloud,45.5616075,-94.1642004
223,Mountain View,37.3893889,-122.0832101
224,Vail,32.0477416,-110.711909
225,Eagle Mountain,40.3093488,-112.0119825
226,Goshen,41.8317624,-73.2251145
227,Bradenton,27.4989278,-82.5748194
228,Clovis,36.8252277,-119.7029194
229,Fort Wayne,41.0799898,-85.1386015
230,Alpharetta,34.0709576,-84.2747329
231,Broomfield,39.9403995,-105.05208
232,Mathiston,33.5401214,-89.1242306
233,Lafayette,30.2043259,-92.0298813
234,Clayton,35.650711,-78.4563914
235,Noblesville,40.0455918,-86.0085955
236,Greenfield,42.9506384,-71.8723003
237,Detroit,42.3315509,-83.0466403
238,Ann Arbor,42.2681569,-83.7312291
239,Lavinia,35.8492326,-88.6609188
240,Goleta,34.4358295,-119.8276389
241,Bullhead City,35.1477774,-114.568298
242,Malibu,34.035591,-118.689423
243,Moapa Valley,36.5805309,-114.470267
244,Morgan Hill,37.130408,-121.6544974
245,Wittmann,33.7782918,-112.5297624
246,Barstow,34.8957684,-117.0172077
247,Cliff,32.9622918,-108.6111649
248,Rio Verde,33.7233612,-111.6782566
249,Morristown,33.8569817,-112.623296
250,Lakeland,28.0394654,-81.9498042
251,Cleveland,41.4996574,-81.6936772
252,Scranton,41.4086874,-75.6621294
253,Capitan,33.5453572,-105.5722043
254,Clinton,38.3686325,-93.7782689
255,Farmersville,36.2977283,-119.206776
256,Trenton,34.8720222,-85.50913
257,Suwanee,34.0514898,-84.0712997
258,Lebanon,36.9009076,-82.0801257
259,Tice,26.6747349,-81.8149991
260,Derry,42.8808677,-71.3264492
261,Bourne,41.7412166,-70.5989196
262,Atlantic Beach,34.6990505,-76.7402108
263,Orleans,41.7898313,-69.9897397
264,Avon,35.3522897,-75.5032855
265,Dennis,41.7353872,-70.1939087
266,Longview,32.5007031,-94.74049
267,Town of Willsboro,44.357488,-73.392105
268,Goodyear,33.4353672,-112.3576
269,Marineland,29.669729,-81.2137503
270,City of Schenectady,42.8142432,-73.9395687
271,Captain Cook,19.494428,-155.917282
272,Sweetwater,35.6014636,-84.4610394
273,Reynoldsburg,39.9547861,-82.8121191
274,Munfordville,37.2722751,-85.8910819
275,Brookings,44.311461,-96.79844
276,Indianapolis,39.7683331,-86.1583502
277,Cove City,35.1873837,-77.3207917
278,Painesville,41.7244885,-81.245657
279,Youngsville,30.0996471,-91.9901206
280,Morgantown,39.6296809,-79.9559437
281,Rancho Cordova,38.5890723,-121.302728
282,Coeur d'Alene,47.6742994,-116.7811531
283,Crooks,43.6592661,-96.8097577
284,Saint Louis,38.6319657,-90.2428756
285,Clark Fork,48.1452051,-116.17573
286,Clinton Township,42.5869782,-82.9200047
287,North Bethesda,39.0461292,-77.1130097
288,Bremen,39.7017328,-82.4268216
289,Maxton,34.7351615,-79.3489317
290,Shady Cove,42.610909,-122.82198544499018
291,Parma,41.3822398,-81.7355692
292,Zephyrhills,28.2336196,-82.1811947
293,Fort Collins,40.5508527,-105.0668085
294,West Des Moines,41.5644476,-93.7594059
295,Lakewood Ranch,27.409191200000002,-82.39252437499218
296,Mount Gilead,40.5492265,-82.8274015
297,Matagorda,28.6929285,-95.9679527
298,Wilsonville,45.3099218,-122.76816
299,Billings,45.7874957,-108.49607
300,Haymarket,38.8121398,-77.6368038
301,Kalamazoo,42.291707,-85.5872286
302,Groveport,39.8522449,-82.8868636
303,Gulf Shores,30.2711224,-87.6893826
304,King of Prussia,40.0908111,-75.3832484
305,Nottingham,39.3639964,-76.4521842
306,Hollister,36.8524545,-121.4016021
307,Indio,33.7192808,-116.2188054
308,Yucca,34.8726671,-114.1498589
309,Oro Valley,32.4000525,-110.955317
310,Royal Palm Beach,26.7050822,-80.2279519
311,Florence,33.0314508,-111.3873431
312,Tulsa,36.1563122,-95.9927436
313,Navarre,30.4019789,-86.8700821
314,Refugio,28.3045305,-97.2745885
315,Seaside,45.993246,-123.920213
316,Benton,37.7889039,-97.1086498
317,Petaluma,38.2325829,-122.636465
318,Des Peres,38.6049811,-90.4426837
319,Toledo,41.6529143,-83.5378173
320,Youngstown,41.1035786,-80.6520161
321,Palm Springs,33.8246269,-116.540303
322,Woodsboro,28.2382871,-97.3243804
323,Dos Palos,36.9860582,-120.626572
324,White Sands,32.383775400000005,-106.49661540922588
325,Winder,33.9919085,-83.7184368
326,Duson,30.2378751,-92.1801925
327,Mammoth Lakes,37.6432525,-118.9668509
328,Bulverde,29.7438332,-98.4530729
329,Danvers,42.566751,-70.9368313
330,Santa Rosa,38.4404925,-122.7141049
331,Lakeport,43.1150282,-82.4901982
332,Pembroke Pines,26.0031465,-80.223937
333,Baltimore,39.2908816,-76.610759
334,Garland,32.912624,-96.6388833
335,Ellensburg,46.9970635,-120.545122
336,Fort Worth,32.753177,-97.3327459
337,Alabaster,33.2442813,-86.8163773
338,Freeport,42.2966861,-89.6212271
339,New Carlisle,39.9361699,-84.0254913
340,Seagoville,32.6447916,-96.5418608
341,New Castle,39.6620572,-75.5663132
342,Lakeview,40.4847717,-83.9229952
343,Stowe,44.4654236,-72.6854695
344,Bowling Green,36.9903199,-86.4436018
345,Coudersport,41.7728108,-78.0192691
346,Cape Coral,26.6059432,-81.9806771
347,Spring Hill,28.4635266,-82.5363557
348,Boulder City,35.9787638,-114.8337739
349,Grand Canyon Village,36.0545151,-112.14063
350,Rodanthe,35.5935134,-75.4679358
351,Muncie,40.1936892,-85.3865271
352,Keokuk,40.3973423,-91.385202
353,Corte Madera,37.9254806,-122.527475
354,Arthur,39.7147552,-88.472278
355,Clarendon,34.9359346,-100.8905829
356,Fayetteville,36.0625843,-94.1574328
357,Cocoa Beach,28.3194741,-80.6102592
358,Benbrook,32.673188,-97.4605759
359,McCalla,33.3062319,-87.0241656
360,Nowata,36.700645,-95.6380341
361,Punta Gorda,26.9297836,-82.0453664
362,Geneva,40.5924473,-84.9612944
363,Lancaster,40.03813,-76.3056686
364,Bluffton,32.2371465,-80.8603868
365,Dallas,32.7762719,-96.7968559
366,Gravelles,47.620991,-117.9991305
367,Muscle Shoals,34.7436791,-87.6532615
368,Apex,35.7325352,-78.8505516
369,Ottumwa,41.0195659,-92.4116886
370,Murfreesboro,35.8460396,-86.3921096
371,Middleburg,30.0688512,-81.8603778
372,Half Moon Bay,37.4635519,-122.428586
373,Vicksburg,32.3528055,-90.8777342
374,Concord,43.207178,-71.537476
375,Mooresville,35.5848596,-80.8100724
376,Johnson City,37.5705661,-101.750645
377,Virginia Beach,36.8529841,-75.9774183
378,Muncy,41.20484,-76.7870991
379,Timonium,39.4368436,-76.6187044
380,Pepperell,42.6676238,-71.5982898
381,Meridian,40.8483979,-79.9620017
382,Hohenwald,35.5478514,-87.5519629
383,Altadena,34.1863161,-118.1352329
384,Delray Beach,26.4614625,-80.0728201
385,Stamford,41.0534302,-73.5387341
386,Chuckey,36.2159371,-82.6882068
387,Corrales,35.2382346,-106.6069727
388,Woodward,28.5335957,-99.3208692
389,Artesian,33.4017865,-92.46904
390,Rigby,43.6751937,-111.918002
391,Copperas Cove,31.124062,-97.9030785
392,Houston,29.7589382,-95.3676974
393,Leander,30.5603086,-97.8553655
394,Port Aransas,27.8332175,-97.0618324
395,Whitney,31.951823,-97.3214012
396,Rusk,31.7960064,-95.1502214
397,Waco,31.549333,-97.1466695
398,Round Top,30.06379,-96.69587752216749
399,Austin,30.2711286,-97.7436995
400,Weare,43.094966,-71.73111
401,Roeland Park,39.0375053,-94.6321795
402,Katy,29.7857853,-95.8243956
403,Temple,31.098207,-97.3427847
404,Lawrenceville,33.9562149,-83.9879625
405,Wheeler,45.0444121,-91.9081875
406,Orland,39.7471106,-122.191135
407,Oak Hill,37.9723339,-81.1487136
408,Hudson,42.7654433,-71.4397167
409,Jacksboro,36.3300793,-84.1838156
410,St. George,37.104153,-113.5841313
411,Oliver Springs,36.0447011,-84.3443834
412,Bapchule,33.1364413,-111.873193
413,Centralia,46.7204489,-122.96143
414,Surf City,34.46505775,-77.57412315290213
415,Williamstown,38.6381245,-84.5604977
416,Mattoon,39.4842821,-88.3773279
417,Whitmore Lake,42.439479,-83.7438303
418,Albuquerque,35.0841034,-106.650985
419,Provo,40.2337289,-111.6587085
420,Oak Harbor,48.2931559,-122.643224
421,Millville,42.6999921,-91.0742964
422,Palm Desert,33.7288179,-116.382571
423,Reading,40.335345,-75.9279495
424,Leicester,42.2459002,-71.9081505
425,Carrizozo,33.6451866,-105.8775111
426,Ironton,38.5367471,-82.6829406
427,Daytona Beach,29.2108147,-81.0228331
428,Cincinnati,39.1014537,-84.5124602
429,Largo,27.9094665,-82.7873244
430,Bainbridge Island,47.6475683,-122.54602915532405
431,Pasco,46.2306739,-119.0921
432,Oconomowoc,43.1116731,-88.4992659
433,Cedar Rapids,41.9758872,-91.6704053
434,Harwinton,41.7712085,-73.05983
435,Plymouth,45.0065149,-93.46651
436,Kettle Falls,48.6105163,-118.0563379
437,Idaho Falls,43.4887907,-112.03628
438,City of Rochester,43.157285,-77.615214
439,Waynesville,39.5297824,-84.086601
440,Twin Falls,42.5704456,-114.4602554
441,Platteville,42.7342942,-90.4784451
442,Fort Smith,35.3784666,-94.3996456
443,Oscoda,44.4202933,-83.330801
444,Hopewell,37.3043154,-77.2872001
445,Hermon,44.810096,-68.913803
446,Saint Clair Shores,42.4969652,-82.8890965
447,Redondo Beach,33.8455911,-118.3886766
448,Laguardo,36.2964399,-86.4436044
449,Santa Maria,34.9531295,-120.435857
450,San Diego,32.7174202,-117.1627728
451,El Monte,34.0751571,-118.036849
452,Minneapolis,44.9772995,-93.2654692
453,Jupiter,26.9342246,-80.0942087
454,Thornton,39.8695516,-104.985181
455,Saint Paul,44.9497487,-93.0931028
456,Solvang,34.595887,-120.139071
457,Talbot,44.7609542,-123.0962066
458,Sioux Falls,43.5488256,-96.7307737
459,Tinley Park,41.5733669,-87.7844944
460,West Fairlee,43.909271,-72.26326
461,Locust Valley,40.8757712,-73.5971927
462,Village of Lowville,43.786711,-75.49221
463,Harlingen,26.1907543,-97.6960599
464,Pensacola,30.421309,-87.2169149
465,Tampa,27.9477595,-82.458444
466,Ocean Shores,46.973703,-124.156277
467,Kansas City,39.100105,-94.5781416
468,Fairmont,39.4850848,-80.1425781
469,Mount Vernon,48.4200462,-122.32642
470,Johnston,41.6731523,-93.6973395
471,Santa Barbara,34.4221319,-119.702667
472,Eau Claire,44.811349,-91.4984941
473,Oxnard,34.1976308,-119.1803818
474,Owasso,36.2659698,-95.8548557
475,Pueblo West,38.3229862,-104.741617
476,Littleton,39.613321,-105.016649
477,Westminster,39.8366528,-105.0372046
478,Wheat Ridge,39.766098,-105.0772063
479,Vero Beach,27.6387163,-80.3975399
480,Santa Fe,35.6876096,-105.938456
481,Midland,31.9973662,-102.077948
482,Lubbock,33.5635206,-101.879336
483,Village of Weston,44.9055006,-89.5725724
484,Pampa,35.536297,-100.9601552
485,Loveland,40.385549,-105.04436132094955
486,Canby,44.708853,-96.276434
487,Amarillo,35.2072185,-101.833824
488,Stillwater,36.1156306,-97.0585717
489,Sanford,35.7019864,-101.534614
490,Anaheim,33.8347516,-117.911732
491,Waynesburg,39.8964641,-80.1792299
492,Village of Patchogue,40.7656539,-73.0151084
493,Lauderhill,26.1403635,-80.2133808
494,Fairport Harbor,41.7519155,-81.2723464
495,Vernon Township,41.1984287,-74.4832132
496,Ashburn,39.0437192,-77.4874899
497,Altamonte Springs,28.6619154,-81.3885899
498,Bakersfield,35.3738712,-119.0194639
499,Inglewood,33.9562003,-118.353132
500,Village of Endicott,42.098408,-76.0493684
501,El Centro,32.792,-115.563051
502,Beckley,37.7781702,-81.1881557
503,Long Beach,33.7690164,-118.191604
504,Downers Grove,41.7936822,-88.0102281
505,Berthoud,40.297553,-105.05097048817314
506,Scandinavia,44.4616446,-89.1492785
507,Berrien Center,41.9567124,-86.2766818
508,Waukee,41.6118485,-93.8845129
509,Blanco,30.1007035,-98.4220602
510,Amado,31.7078658,-111.0645359
511,Pratt,37.6439071,-98.7375911
512,Neosho,36.8665201,-94.3701651
513,Westerville,40.126139,-82.9295287
514,Felton,37.0513364,-122.07329
515,Manitowoc,44.0886059,-87.6575841
516,Holiday,28.18779,-82.7395454
517,Escondido,33.1216751,-117.0814849
518,Greene,42.8958066,-92.8024158
519,Draper,40.5247777,-111.8627989
520,Marion,42.0329753,-91.5987335
521,Katonah,41.25877,-73.6853852
522,Columbus,39.9622601,-83.0007065
523,Pearl City,21.4001231,-157.969428
524,Kamiah,46.2270934,-116.0290222
525,Tazewell,36.45425,-83.569352
526,DeFuniak Springs,30.7210227,-86.1152184
527,Sterling Heights,42.5803122,-83.0302033
528,Oakboro,35.2257007,-80.3289521
529,Truth or Consequences,33.1283485,-107.2529059
530,Broken Arrow,36.0525993,-95.7908195
531,Suffolk,36.7282096,-76.5835703
532,Shawnee,39.0416718,-94.7202376
533,Aubrey,33.31420850000001,-96.97563229497024
534,Lumberton,34.6183433,-79.0083993
535,Fremont,35.5454378,-77.9747087
536,Easthampton,42.2708804,-72.6719579
537,Deerfield Beach,26.318342,-80.0996306
538,Evansville,37.9747645,-87.5558483
539,Pine Bluff,34.2157064,-92.0140402
540,Costa Mesa,33.6633386,-117.903317
541,Owego,42.1034528,-76.2622669
542,Hartland,43.105008,-88.3420398
543,Antelope,38.7082357,-121.3299513
544,Albany,31.5782062,-84.1556809
545,Cottondale,30.7971363,-85.3765965
546,Hilliard,30.691068,-81.9173334
547,Manawa,44.4644255,-88.919829
548,Rockford,42.2713945,-89.093966
549,Santa Monica,34.0194704,-118.491227
550,Rachel,37.6463655,-115.7464611
551,Stateline,38.9667745,-119.94427458159146
552,Fairbanks,64.837845,-147.716675
553,Graham,33.1020053,-98.581341
554,Unionville,35.0873694,-80.5089552
555,Shepherdsville,37.9885936,-85.7158246
556,Greenville,34.851354,-82.3984882
557,Decoy,37.4956508,-83.0940588
558,Paramount,33.898917,-118.171005
559,Forest Hill,39.5851063,-76.387739
560,Falls Church,38.882334,-77.1710914
561,Worcester,42.2625621,-71.8018877
562,Kensington,42.9270334,-70.9439447
563,Petersburg,39.0692246,-84.8682839
564,Eastham,41.8301081,-69.973907
565,South Lebanon,39.3710358,-84.2128058
566,Cambridge City,39.8129285,-85.1708971
567,Peabody,42.5278731,-70.9286609
568,Laguna Niguel,33.5225261,-117.7075526
569,Potomac Falls,39.0501083,-77.4008201
570,Columbia,38.951883,-92.3337366
571,Guilford,41.2889866,-72.6817616
572,Toms River,39.9537359,-74.1979576
573,Oxford Oaks,28.92035775,-82.04384926744237
574,Town of De Witt,43.0386776,-76.0729775
575,Village of Potsdam,44.6697996,-74.9813349
576,La Mesa,32.7678288,-117.0230839
577,Chesterfield,37.3770935,-77.5058196
578,Somers,41.9853742,-72.4461952
579,Boscawen,43.315187,-71.621246
580,Hanford,36.3274502,-119.6456844
581,Simpsonville,34.7370639,-82.2542834
582,Auburn,32.6098566,-85.4807825
583,Monroeville,40.4211798,-79.7881025
584,Village of Argyle,43.23795,-73.491669
585,Charlemont,42.6275354,-72.874488
586,Canton,40.7985464,-81.3749508
587,Allen Township,41.5904781,-83.35754628812117
588,Vermontville,42.6289247,-85.0241621
589,Brown Deer,43.1744352,-87.972722
590,Buckner,33.3584581,-93.4360073
591,Longmont,40.1672117,-105.1019287
592,Waukegan,42.3636331,-87.8447938
593,Scotts Valley,37.0510595,-122.014684
594,Wasilla,61.5824216,-149.442563
595,Stratford,44.8010763,-90.0792975
596,Moab,38.5738096,-109.5462146
597,Ozona,30.7098786,-101.2036387
598,Wolfsville,39.5742655,-77.5505444
599,Village of Fultonville,42.9478357,-74.3699085
600,Chula Vista,32.6400541,-117.0841955
601,Bow,43.133061,-71.549149
602,Tysons,38.918592,-77.2314723
603,Pleasant View,41.3199212,-111.9887912
604,Atascadero,35.4894169,-120.6707255
605,Biddeford,43.4925843,-70.4533844
606,Hermosa Beach,33.86428,-118.39591
607,Blue Ash,39.2320073,-84.3782817
608,Oakdale,36.2185534,-85.5631479
609,Town of Cicero,43.1756235,-76.1193678
610,Harrisburg,40.2663107,-76.8861122
611,Brandon,32.2731475,-89.9868058
612,Stockbridge,33.5442781,-84.2338093
613,La Grange,35.3068293,-77.7880338
614,Conroe,30.3118769,-95.4560512
615,Zebulon,35.8221621,-78.3132126
616,Thetford,43.83575905,-72.25194159876418
617,Anson,32.7564766,-99.896788
618,Dublin,40.0992294,-83.1140771
619,Lamar,38.0872306,-102.6207497
620,Reedville,37.8420743,-76.2757772
621,Clendenin,38.4887089,-81.3481745
622,Amesbury,42.8579536,-70.9300921
623,Delran Township,40.0179845,-74.94348457116372
624,Montpelier,44.2602164,-72.575114
625,Natrona Heights,40.6232405,-79.7297287
626,Sterling,41.707599,-71.828682
627,Hoquiam,46.980929,-123.889335
628,Arvada,39.8005505,-105.0811573
629,Caledonia,37.763382,-90.7729061
630,Dover-Foxcroft,45.183489,-69.2276
631,Queens County,40.7135078,-73.8283132
632,Narrowsburg,41.6084397,-75.0604273
633,Comanche,34.3689748,-97.963924
634,Town of Colton,44.553292,-74.939804
635,Naples,43.972063,-70.609818
636,Gallatin,36.3883031,-86.4475898
637,Pompano Beach,26.2378597,-80.1247667
638,Mill Creek,47.8577455,-122.2210628
639,Waverly,32.732876000000005,-85.57647322024454
640,Gridley,39.3637773,-121.693583
641,Deming,32.2627416,-107.7581979
642,Greeley,40.4233142,-104.7091322
643,Albert Lea,43.6480127,-93.3682656
644,Texarkana,33.44667445,-94.07714830522015
645,Surry,37.1381363,-76.834945
646,LaSalle,41.3333679,-89.0917497
647,Crestline,34.2419509,-117.285599
648,Spotsylvania Courthouse,38.2010057,-77.5891622
649,Putney,42.9750374,-72.5219215
650,Encinitas,33.0369867,-117.2919818
651,Hubertus,43.236672,-88.2212044
652,Jupiter Island,27.03419,-80.10358224127125
653,San Jose,37.3361663,-121.890591
654,Lake Forest,33.6469261,-117.6859213
655,Palm Beach,26.7056172,-80.0361517
656,Lake Elsinore,33.6680772,-117.3272615
657,Southport,33.921563,-78.0202677
658,Garden Valley,44.089894,-115.9520638
659,Osprey,27.1961627,-82.4903748
660,Woodbridge,38.6581723,-77.2497049
661,Glen Aubrey,42.2586856,-76.0093678
662,Texas City,29.396013,-94.9175485
663,Fort Morgan,40.2502582,-103.799951
664,Greenwich,41.0264862,-73.6284598
665,Farmingdale,40.1965018,-74.1684757
666,Melrose,42.4564323,-71.064182
667,Frederick,39.415779,-77.4127562
668,Essington,39.8620572,-75.2971309
669,New Bern,35.1084931,-77.0441143
670,Crestview,30.7621326,-86.5705084
671,City of Yonkers,40.9312099,-73.8987469
