,City,Lat,Lng
118,Priest River,48.1807415,-116.909365
119,Krotz Springs,30.5368592,-91.7528931
120,Red Cross,35.2673659,-80.3556188
121,Hildale,37.0035953,-112.966881
122,West Frankfort,37.9000495,-88.9022902
123,Shasta Lake,40.6799638,-122.3626507
124,Saint Helens,45.8640034,-122.8064922
125,Town of Irondequoit,43.2133955,-77.5797226
126,Gum Springs,33.9787123,-92.2740373
127,Chesterville,44.5514917,-70.0863526
128,Pelican,57.9608333,-136.2275
129,Lorenzo,33.6706408,-101.5351611
130,Voorhees Township,39.8512162,-74.9619779
131,Lecanto,28.8516486,-82.4875982
132,Byrdstown,36.5745104,-85.1288435
133,Eau Gallie,28.1296214,-80.6310385
134,Franklin Furnace,38.6450783,-82.84878
135,Forrest City,35.0081474,-90.7898342
136,Nogal,33.5581325,-105.7077626
137,Lookout Mountain,34.9775758,-85.3577363
138,Omak,48.4109853,-119.52755
139,Irrigon,45.8956885,-119.491411
140,Los Fresnos,26.0714502,-97.4770792
141,Washington DC.,38.895,-77.0366
142,Mineral Springs,34.9379274,-80.6686791
143,Village of Ravena,42.4684148,-73.8162354
144,Kotzebue,66.8982057,-162.5977621
145,Fort Pierce,27.4467056,-80.3256056
146,Stirling,40.6720461,-74.4948769
147,Biscoe,35.3600553,-79.7796559
148,Long Prairie,45.9741126,-94.8652642
149,Ocklawaha,29.0427592,-81.9292505
150,Kalaheo,21.9254748,-159.5269828
151,Baldwinville,42.6084207,-72.075913
152,West Topsham,44.1150637,-72.3117639
153,Stover,38.4408563,-92.9918652
154,Luxora,35.7551717,-89.9291501
155,Battle Lake,46.281056,-95.7139599
156,Bolivar,37.6145,-93.4105
157,Harbor Beach,43.8447077,-82.6513942
158,Rubidoux,33.9964933,-117.4079318
159,Ivy Bluff,35.6609056,-86.0313774
160,Rosiclare,37.4236626,-88.3461483
161,Lower Mount Bethel Township,40.80157725,-75.1572589261446
162,Sacaton,33.0767226,-111.739299
163,Sodaville,44.4837621,-122.8697382
164,Copan,36.8975794,-95.9260927
165,Wilkeson,47.1053802,-122.045667
166,Colerain Township,39.2584995,-84.63292616794756
167,Tallapoosa,33.7442912,-85.2879889
168,Churchville,40.1862202,-75.0187806
169,Hoffman,38.5413716,-89.263599
170,Town of Spring Prairie,42.6914047,-88.4042626
171,Elberon,37.0743163,-76.883572
172,Starview,40.0484311,-76.6882838
173,Beacon Falls,41.4428745,-73.062608
174,Ojo Caliente,36.3040449,-106.046624
175,La Junta,37.9850091,-103.543832
176,Zion,42.4461322,-87.8328505
177,Watchung,40.6378801,-74.4509863
178,Idanha,44.7023729,-122.0812992
179,Bean Station,36.3436559,-83.2840492
180,Lebo,38.4166818,-95.8530441
181,Perrine,25.6051055,-80.3536645
182,Washington,38.8950368,-77.0365427
183,Los Ranchos de Albuquerque,35.1619885,-106.6428038
184,Culpeper,38.4733823,-77.9961275
185,Camp Lake,42.5346593,-88.1436421
186,Brian Head,37.6927551,-112.8507766
187,Claysburg,40.2967427,-78.449737
188,Carefree,33.8222611,-111.918203
189,Cooleemee,35.8104164,-80.5558942
190,Southmont,36.0440245,-79.8100314
191,Selkirk,42.5323027,-73.7984563
192,Lupton City,35.1057126,-85.2642639
193,Lake Ozark,38.1798796,-92.6226454
194,Granite Bay,38.7632346,-121.1638361
195,Ten Mile,35.9134138,-84.0796342
196,Nāʻālehu,19.0609037,-155.586099
197,Rover,35.6731237,-86.5966615
198,Helenville,43.0119497,-88.699547
199,Tome,34.7407667,-106.7272632
200,La Luz,32.9778652,-105.941933
201,Whitestone,40.7945457,-73.8184674
202,Four Oaks,35.4455571,-78.4294653
203,Orting,47.0978795,-122.2042824
204,Barre Town,44.18505465,-72.45609847473165
205,Ivor,36.9040392,-76.8996824
206,Little Chute,44.2799872,-88.3184394
207,Accord,41.7856489,-74.2290366
208,Mineola,32.6633387,-95.4880308
209,Mill Spring,35.2976655,-82.1610172
210,Woodside,40.7453798,-73.9054145
211,Neskowin,45.106302,-123.9834096
212,North Depot Road Colonia,26.2184067,-98.2422351
213,Morganza,38.3754035,-76.695519
214,Woodland Township,39.842074999999994,-74.52305759309112
215,Elk Grove Village,42.0041236,-87.9706457
216,Ivanhoe,34.584398,-78.24940062838067
217,Rifton,41.8375928,-74.0373627
218,Jarvisburg,36.202939,-75.8665816
219,Corona del Mar,33.5995916,-117.8737398
220,Trout Valley,42.1980798,-88.2534159
221,Brodheadsville,40.9239703,-75.3937485
222,North Riverside,41.84686,-87.8152024
223,Hereford Township,40.4473364,-75.57993654547087
224,Phenix City,32.4709761,-85.0007653
225,Vassar,43.371968,-83.583292
226,Goliad,28.6689099,-97.3911137
227,Stanardsville,38.2973519,-78.4400099
228,New Blaine,35.2895304,-93.4201836
229,Forest Acres,34.0193221,-80.9898128
230,Town of Pound Ridge,41.2087066,-73.5748483
231,Black Canyon City,34.0708665,-112.1507149
232,Branchland,38.2209232,-82.2037529
233,French Creek,38.8856557,-80.2973054
234,Harpersville,33.3439995,-86.4380357
235,Hilldale,37.6378982,-80.7873044
236,Campobello,35.1158728,-82.149935
237,Sligo,41.1081472,-79.491149
238,Tomahawk,39.5303748,-78.0469451
239,Plum,40.5003457,-79.7494911
240,Wind Lake,42.8294603,-88.1586998
241,Toluca Lake,34.1521688,-118.357141
242,Mill Run,40.1834421,-75.1029497
243,Moorpark,34.285558,-118.8820414
244,Sky Valley,33.890015,-116.3525097
245,Surrey,48.2364,-101.13349
246,Arabi,31.8315661,-83.7379487
247,Port Isabel,26.0734119,-97.2085844
248,Pope,34.2151108,-89.9478679
249,Larned,38.1805693,-99.098713
250,Fairgrove,43.523632,-83.543293
251,Robbinsville Township,40.223825250000004,-74.58928428901505
252,Otay Mesa,32.5628828,-116.9878343
253,Penndel,40.1520541,-74.9165553
254,Russell Springs,37.0439,-85.07684871153846
255,Old North Milwaukee,43.111953,-87.9563988
256,Oakland Charter Township,42.754860699999995,-83.15655729663453
257,Valley Falls,39.343232,-95.4597273
258,Bluff City,36.451595499999996,-82.28349655625001
259,Trumann,35.675279,-90.517369
260,Mount Ida,34.5544099,-93.6327926
261,New Bloomington,40.5833907,-83.3165864
262,Bexley,39.9692378,-82.936864
263,Cowlington,35.3074913,-94.7924271
264,Huntingdon Valley,40.1226101,-75.0635049
265,Alanson,45.444178,-84.786712
266,Wilmington,34.2257282,-77.9447107
267,Clare,43.81947,-84.768628
268,Continental Divide,35.4195441,-108.3061051
269,Town of Pine River,45.134134,-89.622068
270,Port Madison Indian Reservation,47.7301145,-122.552989
271,Capitol Heights,38.8849913,-76.9134765
272,Eastsound,48.696771,-122.9054625
273,Moline,41.5058344,-90.5136642
274,Dunes City,43.883117,-124.1150794
275,Loleta,40.6408678,-124.2244729
276,Fort Myers Beach,26.4520248,-81.948145
277,Kenvil,40.8798213,-74.6184932
278,Crestone,37.995443,-105.6991929
279,Lucasville,38.8790413,-82.9965674
280,Beaverdam,37.9412506,-77.6544326
281,Burlington,39.02756,-84.7241133
282,Gibsonville,36.09791955,-79.54583336494393
283,Somerset Center,42.0511543,-84.4135604
284,Glacier,48.8901382,-121.945575
285,Brownfield,33.1811661,-102.274237
286,Windgap,40.4561965,-80.0757812
287,Rockford,42.2713945,-89.093966
288,West Union,38.7945166,-83.5451934
289,Soddy-Daisy,35.2359025,-85.1907904
290,Lolo,46.7568413,-114.08207
291,Campton,43.8235868,-71.6389687
292,Ocean Beach,32.7448067,-117.2476067
293,Village of Horseheads,42.1669832,-76.8202973
294,Harmonyville,40.1892636,-75.7229748
295,Marshallberg,34.7279403,-76.5157565
296,Lake in the Hills,42.1816908,-88.3303618
297,Palos Park,41.6673636,-87.8304952
298,Dubre,36.8389475,-85.5585788
299,Vandiver,33.4706617,-86.5133163
300,San Benito,26.1326237,-97.630791
301,Centre,34.1520406,-85.6788531
302,Hauppauge,40.8256537,-73.2026138
303,Scenic,36.782334,-114.007006
304,Panguitch,37.8227551,-112.435763
305,Swain,42.4778443,-77.8533322
306,Abita Springs,30.4785257,-90.0375755
307,East Hemet,33.7400206,-116.9389122
308,Cardiff-by-the-Sea,33.0220155,-117.2803463
309,Soledad,36.428179799999995,-121.32466432032044
310,Newberry Springs,34.8272104,-116.6883644
311,Boyle Heights,34.0436892,-118.2097684
312,Electra,34.0320855,-98.9163686
313,Isla Vista,34.4115125,-119.8562131
314,Carmel Valley,36.4796839,-121.732447
315,Pie Town,34.2996431,-108.1325424
316,Knights Landing,38.8004516,-121.7201424
317,San Francisco Bay Area,37.7884969,-122.3558473
318,Twentynine Palms,34.1356915,-116.0543506
319,Mira Mesa,32.915602,-117.1439226
320,East Rutherford,40.833989,-74.0970865
321,Elm City,35.8065455,-77.863315
322,La Crescenta,34.230429,-118.2350733
323,Hollis,43.604293,-70.5918789
324,Appalachia,36.9067631,-82.7818275
325,Clancy,46.4648493,-111.9864276
326,North Star,39.7592823,-75.7199186
327,Copley,41.0989439,-81.6445685
328,Wicksburg,31.2082304,-85.622434
329,Nome,64.5011111,-165.4063889
330,Wyckoff,41.0095417,-74.1729222
331,Wheatfields,36.2382416,-109.12631
332,Zolfo Springs,27.4933718,-81.7959155
333,Town of Wellsville,42.1220125,-77.9480575
334,Stapleton,30.742689,-87.7933252
335,Frostburg,39.6581,-78.9284
336,Between,33.8176114,-83.8074003
337,Summerfield Township,41.8739109,-83.7097263
338,Hodgenville,37.5737487,-85.740353
339,Willow Street,39.9792659,-76.2763474
340,South Attleboro,41.908433,-71.3619997
341,Villa Grove,39.8654663,-88.152527
342,Village of Tarrytown,41.0762077,-73.8587461
343,Avocado Heights,34.0361217,-117.9911765
344,Aiea,21.3822222,-157.9336111
345,Forest Lake,45.279106,-92.9851629
346,Crane Hill,34.093991,-87.0630624
347,Elcho,45.435841,-89.183475
348,Valley,32.8187406,-85.1793852
349,Fielding,41.814397,-112.1162914
350,Rockingham,34.9393201,-79.7739457
351,Hinesburg,44.329251,-73.111267
352,Langley,36.4639736,-95.0477401
353,Groveton,31.0549071,-95.1257691
354,Hungerford,29.3968956,-96.0781878
355,Pierre Part,29.9556415,-91.21171475461519
356,North Baltimore,41.1828302,-83.6782668
357,Lānaʻi,20.830544099999997,-156.9029492509114
358,Lutsen,47.6470829,-90.674866
359,Rifle,39.5347023,-107.7831199
360,Hustonville,37.4731315,-84.8157827
361,Clairemont,32.8195052,-117.1823399
362,Fall River Mills,41.0046076,-121.4383139
363,Palatka,29.6487882,-81.6372111
364,Thorndike,44.5781254,-69.2758775
365,Citrus Springs,28.9974771,-82.4706548
366,Port Saint John,28.4769458,-80.7886657
367,Koloa,21.9042279,-159.465733
368,Thorsby,32.9156796,-86.7158178
369,Pontoon Beach,38.7317158,-90.0803839
370,Ronks,40.0262104,-76.168566
371,Pacoima,34.2625025,-118.427027
372,Boon,44.289728,-85.602004
373,Marriottsville,39.3501959,-76.8993808
374,Mountville,40.0392642,-76.4307964
375,Pineview,31.5779524,-84.1085178
376,Marble Hill,37.3058871,-89.9703793
377,Sumas,49.0000244,-122.2649118
378,Armona,36.3157833,-119.7084642
379,Ronan,47.5288233,-114.101501
380,Village of Croghan,43.895913,-75.392647
381,Dryden,47.5408842,-120.5622443
382,North Bangor,44.8419939,-74.4010108
383,Signal Hill,33.804826,-118.168259
384,Ladysmith,45.4630231,-91.1040358
385,Radium Springs,32.484919,-106.91176653187931
386,East Setauket,40.920966,-73.093714
387,Tacna,32.6986467,-113.953913
388,Dousman,43.014176,-88.4725983
389,Chincoteague Island,37.9384567,-75.3615855
390,Rexford,42.8531321,-73.8879008
391,Christopher,37.9725501,-89.053408
392,Perkinston,30.7821343,-89.1381045
393,Crystal Bay,39.2275972,-120.0020402
394,Hatch,32.6651718,-107.1534387
395,San Carlos,37.504936,-122.261823
396,Peaks Island,43.6570272,-70.1961587
397,Dacula,33.9887165,-83.8979573
398,Crown City,38.5912756,-82.2829965
399,Francestown,42.9875825,-71.8125769
400,Block Island,41.18957715,-71.56790006923444
401,Barnum,46.5030014,-92.6885313
402,Wakpala,45.657219,-100.535136
403,Sand Lake,43.29238,-85.518073
404,Nesbit,34.881763,-90.0087022
405,Morro Bay,35.3658075,-120.849901
406,Allston,42.3555375,-71.1327494
407,Cheverly,38.928167,-76.915807
408,Schiller Park,41.9558637,-87.8708965
409,Loma Linda,34.0537971,-117.2610925
410,Winnsboro,32.9573449,-95.2902224
411,Longboat Key,27.4125417,-82.6589881
412,Nanafalia,32.1129257,-87.9880691
413,Barnsdall,36.5605368,-96.1625299
414,Tuscumbia,34.7312005,-87.70253
415,Coles Point,38.1437366,-76.635521
416,River Grove,41.9258642,-87.8358943
417,House Springs,38.4089431,-90.570125
418,Export,40.4181235,-79.625599
419,Waldoboro,44.095476,-69.375916
420,Philippi,39.1523198,-80.0403578
421,Essex Center,44.5119903,-73.059337
422,Coalgate,34.5381481,-96.2186092
423,Leagueville,32.2309847,-95.6552389
424,Glenarm,39.6236631,-89.6489863
425,Frederika,42.8815486,-92.3073415
426,Diamondhead,30.3847131,-89.36887048952374
427,Saline,42.1667072,-83.7816075
428,Marquette Heights,40.6175383,-89.6003776
429,Mathis,28.0942916,-97.8274111
430,Isabella,47.61713,-91.354871
431,Kanawha City,38.3214877,-81.582066
432,Sugar Camp,45.7901828,-89.3203932
433,Boones Creek,36.3923267,-82.4115316
434,Monongahela,40.1962835,-79.92230713349514
435,Los Olivos,34.6677646,-120.114847
436,Town of Forestburgh,41.562222,-74.7125
437,Meadowview,37.3209693,-79.9247611
438,Hilo CDP,19.7073734,-155.08158
439,Telford,40.3220483,-75.3279538
440,New City,41.1469917,-73.9902998
441,Center Valley,40.529266,-75.393236
442,Genoa City,42.4983517,-88.3281487
443,McMechen,39.9881293,-80.7314718
444,Prairie Grove,35.9774334,-94.3137353
445,Lula,34.3876013,-83.6662854
446,Port Matilda,40.7996651,-78.0541814
447,Macomb Township,42.7008653,-82.9590938
448,Corunna,42.9819728,-84.1177451
449,Vadnais Heights,45.0574659,-93.0738306
450,Pismo Beach,35.1427436,-120.641288
451,Whitinsville,42.1104808,-71.6646123
452,Saint Simons Island,31.2182863,-81.3612077
453,Breaks,37.2959425,-82.2809763
454,Cotton,47.16938,-92.4763
455,Lugoff,34.2273712,-80.6892487
456,Amberg,45.503021,-87.993726
457,Spring Valley,32.729639500000005,-116.9668617593562
458,Sprague River,42.4554945,-121.5042531
459,Belcamp,39.4686229,-76.2349083
460,Thackerville,33.7955237,-97.1438728
461,Keswick,38.0226393,-78.3591748
462,Elbow Lake,45.994127,-95.976721
463,Mount Washington,38.0500627,-85.5457877
464,Hollis Center,43.6050807,-70.5931105
465,Mount Laguna,32.8669744,-116.4188217
466,Brantingham,43.6886801,-75.2921223
467,Gulf Shores,30.2711224,-87.6893826
468,Haven Beach,39.593392,-74.216585
469,Archer,29.5299677,-82.5189969
470,East Palo Alto,37.4688273,-122.141075
471,Colleyville,32.8809603,-97.155012
472,East Pittsburgh,40.3957108,-79.8384391
473,Lakeview Township,46.6292499,-92.99963136918286
474,Newburyport,42.8125913,-70.8772751
475,Winneconne,44.1108154,-88.7126108
476,West Harwich,41.6667783,-70.1161291
477,Romney,39.3419698,-78.7564522
478,West Falls,42.701449,-78.6822497
479,Runnemede,39.8523358,-75.0679498
480,East Fultonham,39.8500679,-82.1220868
481,North Hollywood,34.1649502,-118.3747521
482,Village of Old Field,40.9598847,-73.1295748
483,Callaway,30.1529791,-85.5699252
484,Machesney Park,42.3472,-89.039
485,Croswell,43.275581,-82.621038
486,Westampton,40.0192445,-74.81923825
487,Morton Grove,42.0405857,-87.7825696
488,Moss,36.589226,-85.6169166
489,Adamsville,35.269741499999995,-88.39044384249743
490,Marseilles,41.3308666,-88.7081293
491,Harveys Lake,41.3525797,-76.0324241
492,King William,37.687363,-77.0135874
493,Dodge Center,44.0280202,-92.8547287
494,Saint Johnsbury,44.4193414,-72.015543
495,West Friendship,39.3034518,-76.9537905
496,Salvo,35.54018,-75.4729347
497,Village of Weedsport,43.048677,-76.5627197
498,Village of Castleton-on-Hudson,42.5308134,-73.7553018
499,Diamond Point (hamlet),43.4792357,-73.6870621
500,San Pierre,41.198680499999995,-86.89279371959461
501,Los Alamitos,33.8038865,-118.0772433
502,Shelby Township,43.60107655,-86.33794306170321
503,Shunk,41.5456311,-76.7422835
504,Pierz,45.9816318,-94.1047124
505,Rural Hall,36.2404158,-80.2933838
506,Bay Center,46.631487,-123.954887
507,Dunsmuir,41.208209,-122.271953
508,Derwood,39.11733,-77.1610916
509,Ormond-by-the-Sea,29.3491449,-81.0664455
510,Antelope Island,40.9584366,-112.2108632608915
511,Weldona,40.346094,-103.9691172
512,Cyrus,45.6147,-95.7381
513,Allison Park,40.5584013,-79.9581094
514,Village of Sag Harbor,40.9978727,-72.2922292
515,Village of Lake George,43.425996,-73.712425
516,Saginaw Charter Township,43.43695045,-84.02098481580114
517,Utting,33.8389157,-113.8868829
518,Laurys Station,40.7231514,-75.5301843
519,Machesney Park,42.3472406,-89.0389956
520,Highwood,42.1998879,-87.8093247
521,Lake Arrowhead,34.2489684,-117.1913321
522,Waquoit Village,41.5901094,-70.5211394
523,Winnfield,31.925228,-92.63994
524,Garyville,30.0701655,-90.63015482387709
525,Oregonia,39.4508937,-84.0960452
526,East Amherst,43.0183913,-78.696697
527,Enosburg Falls,44.9064974,-72.8054069
528,Village of Schuylerville,43.100231,-73.581963
529,Carson City,39.1698022,-119.7575628
530,Hanover Township,41.203213000000005,-75.92334213828693
531,Stallings,35.1083615,-80.66355902160382
532,Topsfield,45.4189589,-67.7355596
533,Perrysburg,41.5571178,-83.6279321
534,Warrendale,40.6534001,-80.079503
535,Myersville,39.5051006,-77.5663774
536,Weldon Spring,38.7169869,-90.650724
537,Fairland,39.5858806,-85.8635919
538,North Aurora,41.8061399,-88.3272952
539,Tyrone Township,43.2633058,-85.73145654660695
540,Makinen,47.3571518,-92.367684
541,Concordia,39.571543,-97.661141
542,Ephrata,47.3176385,-119.553649
543,Pecatonica,42.3138917,-89.3593778
544,Herald Harbor,39.0537214,-76.5691304
545,Wadley,32.8668223,-82.4040162
546,Walnutport,40.7542619,-75.5987971
547,Mount Sterling,38.0561079,-83.9431961
548,Mineral Ridge,41.1400577,-80.768969
549,Sugar Loaf,41.3209271,-74.2854283
550,Village of Floral Park,40.7246999,-73.7048024
551,Council,44.728532,-116.43648182094685
552,Long,35.49979975,-94.54894491198688
553,High Falls,41.8267597,-74.1262549
554,Marlette,43.326969,-83.08022
555,Banks,45.6185986,-123.1143011
556,Trout Creek,47.8370305,-115.598067
557,Aspers,39.9769235,-77.22764961459416
558,Cameo,38.1114871,-81.9312385
559,Chisago City,45.3735757,-92.8899376
560,Brayton,41.5443772,-94.9241152
561,Newmanstown,40.3495367,-76.2132824
562,Spring Lake,40.1535132,-74.0293941
563,Stockwell,40.2861471,-86.7708395
564,Hortonville,44.334705,-88.6381615
565,Kilmarnock,37.7104146,-76.3796733
566,Neola,40.9589814,-75.3401834
567,Two Rivers,44.1538845,-87.5692479
568,Coates,44.7171889,-93.0346576
569,Toone,35.3523026,-88.9525607
570,St. Clairsville,40.0806266,-80.9000916
571,Flower Mound,33.0283854,-97.0867203
572,Slade,37.7950836,-83.7040807
573,La Cañada Flintridge,34.1998302,-118.2005236
574,Leakesville,31.1557373,-88.5577994
575,Dighton,41.8144903,-71.1196148
576,Spanish Fork,40.1150133,-111.6547774
577,Haledon,40.935654,-74.186256
578,Bouckville,42.8892358,-75.5512901
579,Mildred,46.6758402,-104.9599695
580,Tiffin,41.114485,-83.1779537
581,Tarawa Terrace I,34.7334963,-77.3663497
582,East Carbon,39.547744,-110.414876
583,Chase City,36.7993418,-78.4585771
584,Rohnert Park,38.3396367,-122.7010984
585,Village of Minoa,43.076178,-76.000753
586,Middle Grove,43.0897964,-73.9179022
587,Hollandale,43.760829,-93.2041983
588,Keota,35.2556524,-94.9216195
589,Stahlstown,40.1500727,-79.332812
590,Munster,41.5644798,-87.5125412
591,Titusville,28.6122187,-80.8075538
592,North Judson,41.2157904,-86.777617
593,Hertel,45.8085575,-92.1751873
594,Savoy,40.054753,-88.2517165
595,Coeur d'Alene,47.6742994,-116.7811531
596,Middle Island,40.8842653,-72.9373262
597,Courtland,34.2409438,-89.9428679
598,Upson,46.3687674,-90.4070821
599,Tekonsha,42.0933791,-84.9858051
600,Melville,40.7934322,-73.4151214
601,San Fernando Valley,34.2148853,-118.4998204
602,Village of Rockville Centre,40.6574186,-73.6450664
603,Snowhill,34.1037815,-78.7536299
604,Van Wert,40.8616225,-84.5755178
605,Cropper,38.3122918,-85.1132874
606,Williamsfield,41.533387,-80.570629
607,Saint Maries,47.3143542,-116.562667
608,Lahoma,36.3875336,-98.0897864
609,New Waterford,40.845061,-80.6145165
610,Bowden,38.9087197,-79.7097836
611,Star City,33.9428794,-91.8434668
612,Pleasant Prairie,42.5269718,-87.8544568
613,Sublette,41.6430884,-89.2278681
614,North Huntingdon Township,40.3372785,-79.74820739087984
615,Village of Cazenovia,42.9300668,-75.8526915
616,South Saint Paul,44.8938832,-93.0368359
617,Chugwater,41.756639,-104.821635
618,Culver,44.5255448,-121.2130857
619,Thompson Ridge,41.5681493,-74.329875
620,Avra Valley,32.4378484,-111.315385
621,Doerun,31.3196267,-83.9171221
622,Glorieta,35.5830311,-105.7700021
623,Columbia City,41.156928,-85.4884616
624,Talihina,34.7524173,-95.0419156
625,Yacolt,45.8655044,-122.4070314
626,Talent,42.243808,-122.788924
627,Hubbard Lake,44.8736225,-83.5872014
628,Glenmora,30.9765797,-92.5851402
629,Lyme,41.3910989,-72.35115313007137
630,Baudette,48.7124408,-94.600171
631,Homedale,43.6176584,-116.9337599
632,Fullerville,44.2681171,-75.3418754
633,Solebury Township,40.3648096,-75.0139404328036
634,Gerrardstown,39.3703778,-78.0955563
635,Carrick,40.3964583,-79.9903303
636,Collingswood,39.9181686,-75.071284
637,Laguna Beach,33.5426975,-117.785366
638,Gas City,40.4872625,-85.6130311
639,East Arlington,43.0603553,-73.1406619
640,Whitemarsh Estates,39.3625206,-76.4326261
641,Queen Creek,33.2483858,-111.634158
642,Big Bay,46.815757,-87.728464
643,Glouster,39.503126,-82.0845892
644,South Los Angeles,33.9282906,-118.2788135
645,Whitehouse,32.2268666,-95.2259279
646,Bernie,36.6689446,-89.9687021
647,Rugby,48.368888,-99.996246
648,Pompano Beach,26.2378597,-80.1247667
649,Miami Lakes,25.9087056,-80.3086619
650,West Lebanon,43.6482811,-72.3102794
651,Fort Stockton,30.891901,-102.883662
652,Ekron,37.9292349,-86.1794145
653,Bethera,33.2015574,-79.7881319
654,Valley Springs,38.1915856,-120.8291033
655,Holly Ridge,35.585643950000005,-78.75222208442409
656,North Franklin,41.6334318,-72.1634114
