,City,Lat,Lng
107,Lake Montezuma,34.6322,-111.7779
108,Prescott,34.54,-112.4685
109,Tonto Basin,33.8317,-111.2946
110,Gunnison,38.7,-107.0673
111,Camp Verde,34.5636,-111.8543
112,Grass Valley,39.2191,-121.0611
113,Summit,41.1167,-81.5332
114,Tucson,32.2217,-110.9265
115,Maricopa,33.0581,-112.0476
116,Surprise,33.6306,-112.3332
117,Henderson,36.0397,-114.9819
118,Flagstaff,35.1981,-111.6513
119,Croton-on-Hudson,41.2084,-73.8913
120,Oak Park,41.885,-87.7845
121,Shingle Springs,38.6657,-120.926
122,Junction City,39.0286,-96.8314
123,Windham,41.8334,-72.0001
124,Los Angeles,34.0522,-118.2437
125,Milford,41.2223,-73.0565
126,Kinston,35.2627,-77.5816
127,Philadelphia,39.9523,-75.1638
128,Arrondissement de Bayonne,43.3333,-1.4167
129,Lake George,38.9804,-105.3584
130,Ormond Beach,29.2858,-81.0559
131,Overland,38.7012,-90.3623
132,Susanville,40.4163,-120.653
133,Northport,33.229,-87.5772
134,Mulberry,27.8953,-81.9734
135,Cumming,34.2073,-84.1402
136,Delhi,28.6667,77.2167
137,West Islip,40.7062,-73.3062
138,Henderson,36.0397,-114.9819
139,Paris,48.8534,2.3488
140,Wantagh,40.6837,-73.5101
141,Loomis,38.8213,-121.193
142,Chatham,51.3789,0.5279
143,Yukon,35.5067,-97.7625
144,Menomonie,44.8755,-91.9193
145,Mountain Ranch,38.2282,-120.5408
146,Visalia,36.3302,-119.2921
147,Prescott Valley,34.5894,-112.3252
148,Brentwood,40.7812,-73.2462
149,Big Bear,34.2611,-116.845
150,Big Bear,34.2611,-116.845
151,Upland,34.0975,-117.6484
152,Auberry,37.0808,-119.4854
153,Tempe,33.4148,-111.9093
154,Buckeye,33.3703,-112.5838
155,Las Vegas,36.175,-115.1372
156,Phoenix,33.4484,-112.074
157,Tucson,32.2217,-110.9265
158,Spokane,47.6166,-117.3677
159,Norwalk,33.9022,-118.0817
160,Phoenix,33.4484,-112.074
161,Phoenix,33.4484,-112.074
162,Annapolis,38.9785,-76.4922
163,Spokane,47.6166,-117.3677
164,Loves Park,42.32,-89.0582
165,Las Vegas,36.175,-115.1372
166,Tumwater,47.0073,-122.9093
167,Gilbert,33.3528,-111.789
168,Santa Clarita,34.3917,-118.5426
169,Queen Creek,33.2487,-111.6343
170,Cave Creek,33.8333,-111.9508
171,Pinole,38.0044,-122.2989
172,Tempe,33.4148,-111.9093
173,Corona,33.8753,-117.5664
174,Mesa,33.4223,-111.8226
175,Kissimmee,28.3047,-81.4167
176,Paulden,34.8856,-112.4682
177,Alafaya,28.5641,-81.2114
178,Gilbert,33.3528,-111.789
179,Carlisle,40.2015,-77.1889
180,Bartow,27.8964,-81.8431
181,New Cumberland,40.2323,-76.8847
182,Los Altos,37.3852,-122.1141
183,Orlando,28.5383,-81.3792
184,Dundalk,39.2507,-76.5205
185,Owings Mills,39.4196,-76.7803
186,Manteca,37.7974,-121.216
187,Helena,46.5927,-112.0361
188,Glendale,33.5387,-112.186
189,Los Angeles,34.0522,-118.2437
190,Springfield,37.2153,-93.2982
191,El Paso,31.8001,-106.2005
192,Tucson,32.2217,-110.9265
193,Glen Rose,32.2346,-97.7553
194,Hurricane,37.1753,-113.2899
195,Schaumburg,42.0334,-88.0834
196,Lake Placid,44.2795,-73.9799
197,Denver,39.7392,-104.9847
198,Chicago,41.85,-87.65
199,Hugo,45.16,-92.9933
200,Gerlach,53.0619,18.8325
201,Atlanta,33.749,-84.388
202,Orlando,28.5383,-81.3792
203,Comer,34.0637,-83.1254
204,Cumming,34.2073,-84.1402
205,Bozeman,45.6796,-111.0386
206,El Dorado Hills,38.6857,-121.0822
207,Bühl,48.7,8.15
208,Bühl,48.7,8.15
209,Raleigh,35.7721,-78.6386
210,Gastonia,35.2621,-81.1873
211,Boston,42.3584,-71.0598
212,Washington,47.5001,-120.5015
213,Sarasota,27.167,-82.3332
214,Batesburg-Leesville,33.9101,-81.5373
215,White Rock,49.0164,-122.8026
216,Smithton,-40.8333,145.1167
217,Page,36.9147,-111.4558
218,Honolulu,21.3069,-157.8583
219,Kissimmee,28.3047,-81.4167
220,Otto,41.0473,-87.8912
221,Lansing,42.7325,-84.5555
222,Madison,34.7334,-86.5667
223,Centerton,36.3598,-94.2852
224,Seattle,47.6062,-122.3321
225,Levittown,40.1551,-74.8288
226,Norfolk,42.1668,-71.2495
227,Redmond,47.674,-122.1215
228,Saint Petersburg,59.8944,30.2642
229,Tacoma,47.2529,-122.4443
230,Nashville,36.1659,-86.7844
231,Bolivar,37.6145,-93.4105
232,Parlier,36.6116,-119.5271
233,Cookeville,36.1628,-85.5016
234,Cody,44.5263,-109.0565
235,Lake City,30.1897,-82.6393
236,Ashwaubenon,44.4822,-88.0701
237,Lincolnton,35.4737,-81.2545
238,Pomona,34.0553,-117.7523
239,York,40.1254,-77.0
240,Bellingham,48.7595,-122.4882
241,Hilton,43.2881,-77.7933
242,Niagara Falls,43.1001,-79.0663
243,Gemeente Westland,51.9967,4.2273
244,Jamestown,42.097,-79.2353
245,Clewiston,26.7542,-80.9337
246,Allegany,42.0901,-78.4942
247,Perris,33.7825,-117.2287
248,Mesquite,32.7668,-96.5992
249,Fresno,36.6666,-119.8343
250,Scottsdale,33.5092,-111.899
251,Springfield,37.2153,-93.2982
252,Louisville,38.2542,-85.7594
253,Francis,40.6105,-111.2807
254,Lewisville,33.0462,-96.9942
255,Taylorsville,40.6677,-111.9388
256,Phoenix,33.4484,-112.074
257,Seattle,47.6062,-122.3321
258,St. Cloud,28.2499,-81.2839
259,Mountain View,37.3861,-122.0838
260,Philadelphia,39.9523,-75.1638
261,Vail,32.0479,-110.712
262,Eagle Mountain,40.3141,-112.0069
263,Charlotte,35.2271,-80.8431
264,Goshen,41.5823,-85.8344
265,Mountain View,37.3861,-122.0838
266,Tucson,32.2217,-110.9265
267,Bradenton,27.4989,-82.5748
268,Jacksonville,30.3322,-81.6556
269,Los Angeles,34.0522,-118.2437
270,Clovis,36.8252,-119.7029
271,Fort Wayne,41.1306,-85.1289
272,Alpharetta,34.0754,-84.2941
273,Broomfield,39.9205,-105.0866
274,Sarasota,27.167,-82.3332
275,Mathiston,33.5401,-89.1242
276,Lafayette,30.2335,-92.0668
277,Clayton,33.5335,-84.3666
278,Myrtle Beach,33.6891,-78.8867
279,Noblesville,40.0456,-86.0086
280,Greenfield,42.9614,-88.0126
281,Detroit,42.3314,-83.0458
282,Ann Arbor,42.2776,-83.7409
283,Phoenix,33.4484,-112.074
284,Lavínia,-21.1683,-51.0397
285,Buckeye,33.3703,-112.5838
286,La Goulette,36.8181,10.305
287,Bullhead City,35.1478,-114.5683
288,Malibu,34.005,-118.8101
289,Moapa Valley,36.5805,-114.4703
290,Morgan Hill,37.1305,-121.6544
291,Wittmann,47.9866,15.8265
292,Barstow,34.8986,-117.0228
293,Cliff,37.1687,-89.7884
294,Rioverde,21.9333,-99.9833
295,Morristown,36.214,-83.2949
296,Hemet,33.7475,-116.972
297,Glendale,33.5387,-112.186
298,Tempe,33.4148,-111.9093
299,Lakeland,28.0395,-81.9498
300,Cleveland,41.4995,-81.6954
301,Nashville,36.1659,-86.7844
302,Seattle,47.6062,-122.3321
303,Scranton,41.409,-75.6624
304,Capitan,33.5454,-105.5722
305,Charter Township of Clinton,42.587,-82.9199
306,Farmersville,36.2977,-119.2068
307,Trenton,40.217,-74.7429
308,Suwanee,34.0515,-84.0713
309,Lebanon,36.2081,-86.2911
310,Los Angeles,34.0522,-118.2437
311,Tice,26.6748,-81.8151
312,Londonderry,54.9981,-7.3093
313,Bourne,52.7667,-0.3833
314,Atlantic Beach,30.3344,-81.3987
315,Orleans,30.0335,-89.9501
316,Avon,41.4517,-82.0354
317,Dennis,41.7354,-70.1939
318,Longview,32.5007,-94.7405
319,Willsboro,44.3575,-73.3921
320,Goodyear,33.4353,-112.3582
321,Marineland,29.6697,-81.2138
322,Schenectady,42.8334,-74.0829
323,Captain Cook,19.4969,-155.9217
324,Sweetwater,25.7634,-80.3731
325,Reynoldsburg,39.9548,-82.8121
326,Chicago,41.85,-87.65
327,Omaha,41.2586,-95.9378
328,Munfordville,37.2723,-85.8911
329,Brookings,44.3114,-96.7984
330,Indianapolis,39.7684,-86.158
331,Cove City,35.1874,-77.3208
332,Painesville,41.7245,-81.2457
333,Youngsville,30.0996,-91.9901
334,Morgantown,39.6295,-79.9559
335,Honolulu,21.3069,-157.8583
336,Rancho Cordova,38.5891,-121.3027
337,Coeur d'Alene,47.6777,-116.7805
338,Crooks,43.6647,-96.8109
339,Chicago,41.85,-87.65
340,Las Vegas,36.175,-115.1372
341,Sacramento,38.4666,-121.3177
342,St Louis,38.6273,-90.1979
343,Los Angeles,34.0522,-118.2437
344,Clark Fork,48.1452,-116.1757
345,Scottsdale,33.5092,-111.899
346,Davenport,41.5236,-90.5776
347,Charter Township of Clinton,42.587,-82.9199
348,North Bethesda,39.0446,-77.1189
349,Bremen,53.0752,8.8078
350,New York,40.7143,-74.006
351,Glendale,33.5387,-112.186
352,Maxton,34.7352,-79.3489
353,Shady Cove,42.6107,-122.8125
354,Parma,44.8027,10.329
355,Zephyrhills,28.2336,-82.1812
356,Fort Collins,40.5853,-105.0844
357,West Des Moines,41.572,-93.7453
358,Mount Gilead,40.5492,-82.8274
359,Matagorda,28.8503,-95.9502
360,Wilsonville,45.2998,-122.7737
361,Los Angeles,34.0522,-118.2437
362,Billings Metropolitan Area,45.7833,-108.5007
363,Haymarket,-33.8787,151.2053
364,Kalamazoo,42.2506,-85.55
365,Groveport,39.8784,-82.8838
366,Lafayette,30.2335,-92.0668
367,Gulf Shores,30.246,-87.7008
368,Colorado Springs,38.8339,-104.8214
369,King of Prussia,40.0893,-75.396
370,Nottingham,52.9536,-1.1505
371,Hollister,36.8525,-121.4016
372,Menomonie,44.8755,-91.9193
373,Indio,33.7206,-116.2156
374,Los Angeles,34.0522,-118.2437
375,Yucca,34.7992,-85.8066
376,Oro Valley,32.3909,-110.9665
377,Phoenix,33.4484,-112.074
378,Oro Valley,32.3909,-110.9665
379,Royal Palm Beach,26.7084,-80.2306
380,Florence,43.7667,11.25
381,Tulsa,36.1001,-95.9003
382,Navarre,30.4016,-86.8636
383,Refugio,28.3336,-97.1669
384,Seaside,36.6111,-121.8516
385,Navarre,30.4016,-86.8636
386,Benton,36.3334,-94.3335
387,Petaluma,38.2324,-122.6367
388,Des Peres,38.6009,-90.4329
389,Toledo,39.8333,-4.0
390,Youngstown,41.0998,-80.6495
391,Palm Springs,33.8303,-116.5453
392,Golden,39.7555,-105.2211
393,Woodsboro,28.2383,-97.32
394,Dos Palos,36.9861,-120.6266
395,Atlanta,33.749,-84.388
396,White Sands,32.3809,-106.4794
397,Winder,33.9926,-83.7202
398,Duson,30.2358,-92.1854
399,Mammoth Lakes,37.6485,-118.9721
400,Bulverde,29.7438,-98.4531
401,Danvers,42.5751,-70.9301
402,Santa Rosa,14.3122,121.1114
403,Lakeport,39.043,-122.9158
404,Pembroke Pines,26.0032,-80.2239
405,Baltimore,39.2904,-76.6122
406,Garland,32.9126,-96.6389
407,Ellensburg,46.9965,-120.5479
408,Fort Worth,32.7254,-97.3208
409,Alabaster,33.2443,-86.8164
410,Freeport,40.6576,-73.5832
411,New Carlisle,39.9362,-84.0255
412,Seagoville,32.6396,-96.5383
413,New Castle,41.0037,-80.347
414,Lakeview,42.432,-75.8655
415,Stowe,40.2526,-75.6774
416,Bowling Green,36.9903,-86.4436
417,Coudersport,41.7748,-78.0206
418,Cape Coral,26.5629,-81.9495
419,Spring Hill,28.4769,-82.5255
420,Boulder City,35.9786,-114.8325
421,Grand Canyon Village,36.0464,-112.1541
422,Muncie,40.1934,-85.3864
423,Keokuk,40.3973,-91.3849
424,Corte Madera,37.9255,-122.5275
425,Arthur,39.7148,-88.4723
426,Clarendon,34.9378,-100.8882
427,Fayetteville,35.0527,-78.8784
428,Cocoa Beach,28.32,-80.6076
429,Rock Island,41.45,-90.5168
430,Benbrook,32.6732,-97.4606
431,McCalla,33.3062,-87.0242
432,Nowata,36.7006,-95.638
433,Punta Gorda,26.9298,-82.0454
434,Geneva,41.8875,-88.3054
435,Lancaster,40.2504,-76.2499
436,Bluffton,32.2371,-80.8604
437,Dallas,32.7668,-96.7836
438,Gravelles,46.1192,5.3459
439,Portland,45.5234,-122.6762
440,Goodyear,33.4353,-112.3582
441,Los Angeles,34.0522,-118.2437
442,Muscle Shoals,34.7448,-87.6675
443,Los Angeles,34.0522,-118.2437
444,Apex,35.7327,-78.8503
445,Ottumwa,41.02,-92.4113
446,Seattle,47.6062,-122.3321
447,Buckeye,33.3703,-112.5838
448,Glendale,33.5387,-112.186
449,Murfreesboro,35.8456,-86.3903
450,Middleburg,30.0689,-81.8604
451,Half Moon Bay,37.4636,-122.4286
452,Vicksburg,32.3526,-90.8779
453,Concord,37.978,-122.0311
454,Mooresville,35.5849,-80.8101
455,Johnson City,36.3134,-82.3535
456,Virginia Beach,36.8529,-75.978
457,Muncy,41.2056,-76.7855
458,Timonium,39.4371,-76.6197
459,Springfield,37.2153,-93.2982
460,Pepperell,42.6659,-71.5884
461,Meridian,43.6121,-116.3915
462,Bulverde,29.7438,-98.4531
463,Hohenwald,35.5479,-87.552
464,Altadena,34.1897,-118.1312
465,Delray Beach,26.4615,-80.0728
466,Las Vegas,36.175,-115.1372
467,Stamford,41.0534,-73.5387
468,Chuckey,36.2159,-82.6882
469,Corrales,35.2378,-106.6067
470,Woodward,36.4337,-99.3904
471,Artesian,46.5521,-120.3545
472,Toledo,39.8333,-4.0
473,Rigby,43.6724,-111.915
474,Copperas Cove,31.1241,-97.9031
475,Houston,29.7633,-95.3633
476,Leander,30.5788,-97.8531
477,Port Aransas,27.8339,-97.0611
478,Whitney,36.0708,-115.0842
479,Rusk,31.796,-95.1502
480,New York,40.7143,-74.006
481,Waco,31.5493,-97.1467
482,New York,40.7143,-74.006
483,Round Top,36.0048,-86.0447
484,Austin,30.2672,-97.7431
485,Weare,43.0948,-71.7306
486,Roeland Park,39.0375,-94.6322
487,Waco,31.5493,-97.1467
488,Mesquite,32.7668,-96.5992
489,Houston,29.7633,-95.3633
490,Katy,29.7858,-95.8244
491,Temple,31.0982,-97.3428
492,Surprise,33.6306,-112.3332
493,Lawrenceville,33.9562,-83.988
494,Wheeler,35.4453,-100.271
495,Orland,39.7474,-122.1964
496,Oak Hill,37.9723,-81.1487
497,Hudson,40.7168,-74.0663
498,Colorado Springs,38.8339,-104.8214
499,Jacksboro,33.2184,-98.1587
500,St. George,45.1265,-66.8314
501,Oliver Springs,36.0445,-84.3444
502,Bapchule,33.1364,-111.8732
503,Centralia,46.7162,-122.9543
504,Surf City,34.4271,-77.5461
505,Williamstown,39.6862,-74.9952
506,Surprise,33.6306,-112.3332
507,Mattoon,39.4831,-88.3728
508,Whitmore Lake,42.4395,-83.7438
509,Albuquerque,35.0845,-106.6511
510,Las Vegas,36.175,-115.1372
511,Provo,40.2338,-111.6585
512,Oak Harbor,48.2932,-122.6432
513,Los Angeles,34.0522,-118.2437
514,Portland,45.5234,-122.6762
515,Rancho Cordova,38.5891,-121.3027
516,Millville,39.4021,-75.0393
517,Palm Desert,33.7222,-116.3745
518,Reading,51.4562,-0.9711
519,Leicester,52.6386,-1.1317
520,Carrizozo,33.6417,-105.8772
521,Spokane,47.6166,-117.3677
522,Ironton,38.5368,-82.6829
523,Daytona Beach,29.2108,-81.0228
524,Spokane,47.6166,-117.3677
525,Cincinnati,39.162,-84.4569
526,Portland,45.5234,-122.6762
527,Largo,27.9095,-82.7873
528,Bainbridge Island,47.6262,-122.5212
529,Springfield,37.2153,-93.2982
530,Pasco,28.292,-82.4165
531,Oconomowoc,43.1117,-88.4993
532,Cedar Rapids,42.0083,-91.6441
533,Harwinton,41.7712,-73.0598
534,Plymouth,41.8334,-70.8328
535,Kettle Falls,48.6107,-118.0558
536,Idaho Falls,43.4666,-112.0341
537,Rochester,43.1548,-77.6156
538,Waynesville,35.4887,-82.9887
539,Twin Falls,42.3505,-114.6445
540,Platteville,42.7342,-90.4785
541,Fort Smith,35.3859,-94.3986
542,Oscoda,44.4203,-83.3308
543,Hopewell,37.3043,-77.2872
544,Richmond,37.5538,-77.4603
545,Hermon,44.8101,-68.9134
546,Louisville,38.2542,-85.7594
547,Lenoir,35.2335,-77.6497
548,St. Clair Shores,42.497,-82.8888
549,Redondo Beach,33.8492,-118.3884
550,Laguardo,36.2964,-86.4436
551,Santa Maria,-29.6842,-53.8069
552,Santa Maria,-29.6842,-53.8069
553,San Diego,32.7153,-117.1573
554,Phoenix,33.4484,-112.074
555,Palm Springs,33.8303,-116.5453
556,Oro Valley,32.3909,-110.9665
557,El Monte,34.0686,-118.0276
558,Minneapolis,44.98,-93.2638
559,Jupiter,26.9342,-80.0942
560,Thornton,39.868,-104.9719
561,Solvang,34.5958,-120.1377
562,Lakewood,39.7047,-105.0814
563,Talbot,-37.1667,143.7
564,Sioux Falls,43.55,-96.7003
565,Tinley Park,41.5734,-87.7845
566,West Fairlee,43.9093,-72.2633
567,Locust Valley,40.8759,-73.5971
568,Lowville,43.7867,-75.4919
569,Harlingen,26.1906,-97.6961
570,Pensacola,30.4213,-87.2169
571,Tampa,27.9475,-82.4584
572,Ocean Shores,46.9737,-124.1563
573,Kansas City,39.0997,-94.5786
574,Corona,33.8753,-117.5664
575,Fairmont,39.4851,-80.1426
576,Mount Vernon,40.9126,-73.8371
577,Johnston,35.5335,-78.3997
578,Santa Barbara,34.7333,-120.0343
579,Eau Claire,44.8114,-91.4985
580,Oxnard,34.1975,-119.177
581,Pawleys Island,33.4293,-79.1216
582,Albuquerque,35.0845,-106.6511
583,Scottsdale,33.5092,-111.899
584,Owasso,36.2695,-95.8547
585,Pueblo West,38.35,-104.7227
586,Littleton,39.6133,-105.0166
587,Westminster,39.8367,-105.0372
588,Albuquerque,35.0845,-106.6511
589,Wheat Ridge,39.7661,-105.0772
590,Vero Beach,27.6386,-80.3973
591,Orlando,28.5383,-81.3792
592,Santa Fe,-31.6333,-60.7
593,Midland,31.9974,-102.0779
594,Lubbock,33.6001,-101.8338
595,Weston,26.1004,-80.3998
596,Pampa,35.5362,-100.9599
597,Loveland,40.3978,-105.075
598,Canby,45.2629,-122.6926
599,Amarillo,35.222,-101.8313
600,Stillwater,36.1156,-97.0584
601,Sanford,28.8006,-81.2731
602,Anaheim,33.8353,-117.9145
603,Las Vegas,36.175,-115.1372
604,Waynesburg,39.8965,-80.1792
605,Patchogue,40.7657,-73.0151
606,Lauderhill,26.1404,-80.2134
607,Fairport Harbor,41.75,-81.274
608,Ashburn,39.0437,-77.4875
609,Davenport,41.5236,-90.5776
610,Altamonte Springs,28.6611,-81.3656
611,Bakersfield,35.3733,-119.0187
612,Inglewood,33.9617,-118.3531
613,Endicott,42.0984,-76.0494
614,El Centro,32.792,-115.563
615,Bakersfield,35.3733,-119.0187
616,Beckley,37.7782,-81.1882
617,Long Beach,33.767,-118.1892
618,Downers Grove,41.8089,-88.0112
619,Burgdorf,47.059,7.6279
620,Scandinavia,44.4616,-89.1493
621,Spokane,47.6166,-117.3677
622,Berrien Center,41.9567,-86.2767
623,Meridian,43.6121,-116.3915
624,Waukee,41.6117,-93.8852
625,Denver,39.7392,-104.9847
626,Schenectady,42.8334,-74.0829
627,Blanco,30.098,-98.4214
628,Loveland,40.3978,-105.075
629,Amado,31.7079,-111.0645
630,Tacoma,47.2529,-122.4443
631,Los Angeles,34.0522,-118.2437
632,Provo,40.2338,-111.6585
633,Pratt,37.6439,-98.7376
634,Neosho,36.869,-94.368
635,Westerville,40.1262,-82.9291
636,Felton,37.0513,-122.0733
637,Manitowoc,44.0667,-87.8001
638,Holiday,28.1878,-82.7395
639,Escondido,33.1192,-117.0864
640,Greene,37.2667,-93.3502
641,Escondido,33.1192,-117.0864
642,Draper,40.5247,-111.8638
643,Marion,39.7684,-86.1555
644,Los Angeles,34.0522,-118.2437
645,New York,40.7143,-74.006
646,Washington,47.5001,-120.5015
647,New York,40.7143,-74.006
648,Kennesaw,34.0234,-84.6155
649,Katonah,41.259,-73.6854
650,Columbus,39.9612,-82.9988
651,Pearl City,21.3972,-157.9733
652,Kamiah,46.2271,-116.0293
653,Tazewell,40.5334,-89.5501
654,DeFuniak Springs,30.721,-86.1152
655,Sterling Heights,42.5803,-83.0302
656,Spokane,47.6166,-117.3677
657,Oakboro,35.2257,-80.3289
658,Truth or Consequences,33.1284,-107.2528
659,Broken Arrow,36.0526,-95.7908
660,Suffolk,40.8668,-72.7996
661,Spokane,47.6166,-117.3677
662,Chicago,41.85,-87.65
663,Meridian,43.6121,-116.3915
664,Shawnee,39.05,-95.7669
665,Aubrey,33.3043,-96.9861
666,Houston,29.7633,-95.3633
667,Lubbock,33.6001,-101.8338
668,Lumberton,34.6182,-79.0086
669,San Diego,32.7153,-117.1573
670,San Diego,32.7153,-117.1573
671,Fremont,37.5483,-121.9886
672,Easthampton,42.2668,-72.669
673,Stillwater,36.1156,-97.0584
674,Deerfield Beach,26.3184,-80.0998
675,Trenton,40.217,-74.7429
676,Tampa,27.9475,-82.4584
677,Mount Vernon,40.9126,-73.8371
678,Buckeye,33.3703,-112.5838
679,Vail,32.0479,-110.712
680,Evansville,37.9748,-87.5558
681,Phoenix,33.4484,-112.074
682,Pine Bluff,34.2284,-92.0032
683,Costa Mesa,33.6411,-117.9187
684,Owego,42.1034,-76.2622
685,Omaha,41.2586,-95.9378
686,Boise,43.6135,-116.2035
687,Hartland,43.105,-88.342
688,Antelope,38.7082,-121.3299
689,Albany,42.6001,-73.9662
690,Palm Desert,33.7222,-116.3745
691,Cottondale,33.1896,-87.4517
692,Scottsdale,33.5092,-111.899
693,Hilliard,40.0334,-83.1582
694,Mesa,33.4223,-111.8226
695,Raleigh,35.7721,-78.6386
696,Manawa,44.4644,-88.9198
697,Rockford,42.2711,-89.094
698,Santa Monica,34.0195,-118.4912
699,Colorado Springs,38.8339,-104.8214
700,Rachel,39.5184,-80.3037
701,Sacramento,38.4666,-121.3177
702,Stateline,46.001,-118.4144
703,Spokane,47.6166,-117.3677
704,Fairbanks,64.8378,-147.7164
705,Gilbert,33.3528,-111.789
706,Fayetteville,35.0527,-78.8784
707,Stamford,41.0534,-73.5387
708,Graham,47.0529,-122.2943
709,Pittsburgh,40.4406,-79.9959
710,Santa Fe,-31.6333,-60.7
711,Unionville,35.0874,-80.509
712,Shepherdsville,37.9884,-85.7158
713,Greenville,35.6127,-77.3663
714,Decoy,37.4957,-83.0941
715,Paramount,33.8895,-118.1598
716,Forest Hill,32.6721,-97.2692
717,Falls Church,38.8823,-77.1711
718,Worcester,42.3334,-71.8328
719,Kensington,-33.9167,151.2167
720,Pittsburgh,40.4406,-79.9959
721,Petersburg,37.2279,-77.4019
722,Endicott,42.0984,-76.0494
723,Eastham,41.8301,-69.9739
724,South Lebanon,39.3709,-84.2133
725,Cambridge City,39.8126,-85.1716
726,Springfield,37.2153,-93.2982
727,Peabody,42.5279,-70.9287
728,Laguna Niguel,33.5225,-117.7076
729,Potomac Falls,39.0134,-77.2305
730,Columbia,34.0007,-81.0348
731,Guilford,36.0668,-79.7998
732,Toms River,39.9537,-74.1979
733,Oxford,51.7522,-1.256
734,De Witt,41.8234,-90.5382
735,Potsdam,52.3989,13.0657
736,La Mesa,32.7678,-117.0231
737,Chesterfield,37.3835,-77.5997
738,Somers,42.6403,-87.9104
739,Boscawen,43.3151,-71.6209
740,Hanford,36.3275,-119.6457
741,Simpsonville,34.7371,-82.2543
